Dam Name,NID ID,Owner Names,Primary Owner Type,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,Federally Regulated Dam,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Turkey Creek Watershed Site 19-29,IA03508,Cass County SWCD,Local Government,USDA NRCS,No,Grade Stabilization,41.3545,-94.8693,Iowa,Cass,Lewis,16,"Iowa, Congressional District 03",,Yes,No,26,,,26,25-50 feet,528,15500,2004,Since 2000,,45,45,22,3.9,0.17,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Consol/Rend Lake/Sed Pond 008 Dam,IL50352,MURRAY ENERGY,Private,,No,Other,38.13281,-89.03899,Illinois,Jefferson,BENTON,,"Illinois, Congressional District 12",,Yes,Yes,18,,,18,Less than 25 feet,1800,0,1995,1990-1999,,137.8,137.8,73.8,9,0.28,1328,Uncontrolled,15,Uncontrolled,11/17/2023,10/10/2023,5,Low,Not Available,,,,No,,No,https://damsafety.org/illinois
International Coal/Viper/Freshwater Impoundment,IL50019,"INTERNATIONAL COAL GROUP, INC.",Private,,No,Other,40.00418,-89.45992,Illinois,Logan,ELKHART,,"Illinois, Congressional District 15",,Yes,Yes,12,,,12,Less than 25 feet,3800,0,1982,1980-1989,,250,250,177,,,208,Uncontrolled,3,Uncontrolled,5/12/2021,8/27/2020,5,Low,Not Available,,,,No,,No,https://damsafety.org/illinois
Little Raccoon Dam No. 16,IN00182,LITTLE RACCOON CONSERV. DIST.,Local Government,USDA NRCS,No,Flood Risk Reduction,39.74064468,-87.17137831,Indiana,Parke,CATLIN-OFFSTREAM,6,"Indiana, Congressional District 08",,Yes,No,41,41,41,41,25-50 feet,910,,1969,1960-1969,,1215,1215,130,18.6,4.16,3050,Uncontrolled,75,None,5/24/2021,8/15/2014,5,Low,Poor,10/7/2009,,,No,,No,https://damsafety.org/indiana
Twelve Mile Creek Watershed Site D-41-A-5,IA03819,Union County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.9717,-94.1786,Iowa,Union,GRAND RIVER,21,"Iowa, Congressional District 03",,Yes,No,36,,,36,25-50 feet,464,0,2006,Since 2000,,168,168,38,6.5,1.5,0,Uncontrolled,30900,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Turkey Creek Watershed Site 10-18,IA03588,Cass County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,41.3218,-94.9062,Iowa,Cass,LEWIS,12,"Iowa, Congressional District 03",,Yes,No,33,,,33,25-50 feet,520,23300,2006,Since 2000,,60,60,23,3.5,0.18,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site D-63,IA03496,Ringgold County SWCD,Local Government,USDA NRCS,No,Grade Stabilization,40.7351,-94.1203,Iowa,Ringgold,State of Missouri,16,"Iowa, Congressional District 03",,Yes,No,26,,,26,25-50 feet,534,21700,2003,Since 2000,,83,83,21,4.7,0.24,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site E-26,IA03952,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.6682,-94.1416,Iowa,Ringgold,State of MO,8,"Iowa, Congressional District 03",,Yes,No,26,,,26,25-50 feet,471,24943,2008,Since 2000,,135,135,42,6.9,0.42,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Soldiers Meadow Dam,ID00149,BUREAU OF RECLAMATION,Federal,,No,Irrigation,46.1675,-116.7358,Idaho,Nez Perce,SWEETWATER,18,"Idaho, Congressional District 01",,Yes,Yes,69,62,69,69,51-100 feet,535,88000,1921,1920-1929,1987H;1987S,3195,3195,2370,150,6.28,7040,Uncontrolled,141,,11/21/2024,9/7/2023,4,High,Not Available,,,,Yes,12/10/2019,No,https://www.usbr.gov/ssle/damsafety/
West Fork Big Creek Watershed Site B-16,IA03470,Ringgold County SWCD,Local Government,USDA NRCS,No,Grade Stabilization,40.6872,-94.0829,Iowa,Ringgold,State of Missouri,12,"Iowa, Congressional District 03",,Yes,No,19,,,19,Less than 25 feet,500,14200,2001,Since 2000,,105,105,25,5.7,0.32,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site D-69,IA03950,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.7219,-94.1205,Iowa,Ringgold,State of MO,13,"Iowa, Congressional District 03",,Yes,No,24,,,24,Less than 25 feet,408,14664,2008,Since 2000,,64,64,20,3.9,0.2,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site D-36,IA03945,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.7913,-94.1051,Iowa,Ringgold,State of MO,21,"Iowa, Congressional District 03",,Yes,No,23,,,23,Less than 25 feet,465,15601,2008,Since 2000,,137,137,39,8.2,4.48,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Big Coon Subwatershed Site D-2-1,IA03246,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.4281,-95.8166,Iowa,Woodbury,Anthon,5,"Iowa, Congressional District 04",,Yes,No,42,,,42,25-50 feet,390,24900,1999,1990-1999,,59,59,31,4,0.28,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Dane Ridge Watershed Site C-2-1,IA00268,Crawford County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.9404,-95.5732,Iowa,Crawford,DUNLAP,7,"Iowa, Congressional District 04",,Yes,No,45,,,45,25-50 feet,1100,0,1971,1970-1979,,113,113,40,4,0.58,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Camp Creek Subwatershed Site 10-1,IA03242,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.3813,-96.1399,Iowa,Woodbury,HORNICK,12,"Iowa, Congressional District 04",,Yes,No,37,,,37,25-50 feet,840,86300,1998,1990-1999,,323,323,131,15,0.6,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Camp Creek Subwatershed Site M-6a,IA03240,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.3793,-96.1491,Iowa,Woodbury,HORNICK,12,"Iowa, Congressional District 04",,Yes,No,38,,,38,25-50 feet,640,38300,1998,1990-1999,,327,327,110,14.8,2.27,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Soap Creek Watershed Site 90-113,IA03845,Soap Creek Watershed Board,Local Government,USDA NRCS,No,Flood Risk Reduction,40.9539,-92.6092,Iowa,Wapello,ELDON,24,"Iowa, Congressional District 03",,Yes,No,26,,,26,25-50 feet,420,18000,2003,Since 2000,,135,135,29,6.2,0.45,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Perion Subwatershed Site Aa-300,IA02797,Ida County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.359,-95.4485,Iowa,Ida,IDA GROVE,2,"Iowa, Congressional District 04",,Yes,No,29,,,29,25-50 feet,0,0,1949,1940-1949,,114,114,29,6,0.74,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Soap Creek Watershed Site 68-64a,IA03911,Soap Creek Watershed Board,Local Government,USDA NRCS,No,,40.9047,-92.715,Iowa,Monroe,FLORIS,24,"Iowa, Congressional District 03",,Yes,No,26,,,26,25-50 feet,385,10835,1997,1990-1999,,48,48,11,2,0.2,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Richardson Dam,IA02265,Henry Richardson,Private,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.6745,-93.5641,Iowa,Decatur,LITTLE RIVER LAKE,1,"Iowa, Congressional District 03",,Yes,No,29,,,29,25-50 feet,1275,25600,1985,1980-1989,,33,33,13,2.6,0.08,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Hubbard Dam,ID00376,BUREAU OF RECLAMATION,Federal,,No,Irrigation,43.5123,-116.3595,Idaho,Ada,NAMPA,10,"Idaho, Congressional District 01",,Yes,Yes,23,19,23,23,Less than 25 feet,6000,,1902,1900-1909,,4060,4060,4060,450,0.15,,None,0,,11/21/2024,10/29/2019,6,Low,Not Available,,,,Not Required,,No,https://www.usbr.gov/ssle/damsafety/
Soap Creek Watershed Site 4-91,IA03969,Soap Creek Watershed Board,Local Government,USDA NRCS,No,Flood Risk Reduction,40.8962,-92.6701,Iowa,Appanoose,SELMA,30,"Iowa, Congressional District 03",,Yes,No,27,,,27,25-50 feet,420,15400,2005,Since 2000,,37,37,10,2,0.14,0,Uncontrolled,1,,6/13/2024,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site A-95,IA04005,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.8086,-94.1288,Iowa,Ringgold,State of Missouri,18,"Iowa, Congressional District 03",,Yes,No,22,,,22,Less than 25 feet,530,20036,2006,Since 2000,,78,78,23,4,0.24,0,Uncontrolled,20,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mosquito of Harrison Watershed Site 5-4,IA02433,Harrison County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.5296,-95.5632,Iowa,Harrison,NEOLA,6,"Iowa, Congressional District 04",,Yes,No,45,,,45,25-50 feet,390,59000,1988,1980-1989,,227,227,72,6.7,0.47,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
West Wolf Creek Subwatershed Site 44-A,IA03161,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.3932,-96.0256,Iowa,Woodbury,LITTLE SIOUX RIVER,20,"Iowa, Congressional District 04",,Yes,No,27,,,27,25-50 feet,652,38500,1997,1990-1999,,142,142,74,9.9,0.48,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Payette Lake Upper,ID00114,,Private,,Yes,Irrigation,45.111,-116.0266,Idaho,Valley,MCCALL,16,"Idaho, Congressional District 01",,Yes,No,15,12,,15,Less than 25 feet,70,,1953,1950-1959,,2400,,2400,315,42,1070,Uncontrolled,30,Tainter (radial),4/5/2021,7/16/2018,4,Significant,Fair,7/16/2018,,,Not Required,,No,https://damsafety.org/idaho
Little Beaver Subwatershed M-10001,IA01919,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.3067,-95.9545,Iowa,Woodbury,MISSOURI RIVER,38,"Iowa, Congressional District 04",,Yes,No,38,,,38,25-50 feet,400,29800,1957,1950-1959,,130,130,26,2.9,0.67,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site E-44,IA03788,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.6222,-94.1075,Iowa,Ringgold,STATE OF MISSOURI,7,"Iowa, Congressional District 03",,Yes,No,26,,,26,25-50 feet,473,20700,2006,Since 2000,,89,89,27,5.2,0.27,0,Uncontrolled,1,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
East Fork Grand River Watershed Site E-30,IA04001,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.6705,-94.0987,Iowa,Ringgold,State of Missouri,8,"Iowa, Congressional District 03",,Yes,No,25,,,25,25-50 feet,590,20542,2006,Since 2000,,160,160,51,10,0.52,0,Uncontrolled,40,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Sommerville,ID00094,,Private,,,Other,42.4639,-116.7559,Idaho,Owyhee,,,"Idaho, Congressional District 01",,Yes,No,29,25,,29,25-50 feet,320,,1926,1920-1929,,550,,550,50,1.2,84,Uncontrolled,14,,4/9/2021,9/25/2017,5,Low,Fair,9/25/2017,,,Not Required,,No,https://damsafety.org/idaho
West Fork Big Cr Wtrshd Site W-30,IA03780,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.6042,-94.0558,Iowa,Ringgold,STATE OF MISSOURI,2,"Iowa, Congressional District 03",,Yes,No,21,,,21,Less than 25 feet,512,0,2005,Since 2000,,52,52,12,3.1,0.16,0,Uncontrolled,17700,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mosquito of Harrison Watershed Site 7-2,IA03110,Harrison County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.5423,-95.567,Iowa,Harrison,NEOLA,7,"Iowa, Congressional District 04",,Yes,No,29,,,29,25-50 feet,450,10400,1992,1990-1999,,36,36,12,2,1.55,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
West Fork Big Creek Watershed Site W-20,IA03415,Ringgold County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,40.5891,-94.096,Iowa,Ringgold,STATE OF MISSOURI,1,"Iowa, Congressional District 03",,Yes,No,22,,,22,Less than 25 feet,520,18800,2000,Since 2000,,56,56,15,3.2,0.18,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Bacon Creek Watershed Site H-2-1,IA02142,Woodbury County SWCD,Local Government,USDA NRCS,No,Flood Risk Reduction,42.5129,-96.3074,Iowa,Woodbury,SIOUX CITY,1,"Iowa, Congressional District 04",,Yes,No,59,,,59,51-100 feet,353,50893,1981,1980-1989,,144,144,108,5.8,0.17,0,Uncontrolled,2,,5/24/2021,6/2/2016,5,Significant,Satisfactory,6/23/2016,,,Not Required,,No,https://damsafety.org/iowa
Troublesome Cr Watershed Site 81-6,IA02236,Audubon County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.5299,-94.8994,Iowa,Audubon,ATLANTIC,14,"Iowa, Congressional District 04",,Yes,No,30,,,30,25-50 feet,598,24500,1984,1980-1989,,65,65,16,3.3,0.19,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Leech Hollow Subwatershed Site C-2,IA01890,Monona County SWCD,Local Government,SHIVE HATTERY and ASSOC;USDA SCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.1032,-95.8036,Iowa,Monona,CASTANA,9,"Iowa, Congressional District 04",,Yes,No,56,,,56,51-100 feet,720,58169,1978,1970-1979,,162,162,54,5.7,1.32,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Bitter Creek Subwatershed Site E-1,IA03130,Ida County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.5063,-95.7391,Iowa,Ida,CORRECTIONVILLE,5,"Iowa, Congressional District 04",,Yes,No,38,,,38,25-50 feet,483,30300,1995,1990-1999,,110,110,37,5.5,0.45,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Soap Creek Watershed Site 4-57a,IA02596,Soap Creek Watershed Board,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.85,-92.65,Iowa,Appanoose,SELMA,30,"Iowa, Congressional District 03",,Yes,No,40,,,40,25-50 feet,667,25000,1992,1990-1999,,275,275,56,8.8,0.88,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Waubonsie Cr. Watershed Site 3-11,IA02487,Mills County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.9331,-95.6995,Iowa,Mills,BARTLETT,9,"Iowa, Congressional District 04",,Yes,No,66,,,66,51-100 feet,550,68200,1989,1980-1989,,202,202,149,6.5,0.17,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Soap Creek Watershed Site 4-77,IA04107,Soap Creek Watershed Board,Local Government,USDA NRCS,No,Flood Risk Reduction,40.8772,-92.7442,Iowa,Appanoose,Selma,43,"Iowa, Congressional District 03",,Yes,No,30,,,30,25-50 feet,470,19517,2007,Since 2000,,109,109,25,4,0.4,96,Uncontrolled,12,None,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
West Wolf Creek Subwatershed Site 13,IA02583,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.462,-96.0184,Iowa,Woodbury,TURIN,35,"Iowa, Congressional District 04",,Yes,No,40,,,40,25-50 feet,308,24800,1990,1990-1999,,61,61,40,3.2,0.22,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Miami Lake Sediment Control Dam Site 2,IA02145,Monroe County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.0941,-92.8577,Iowa,Monroe,LAKE MIAMI,1,"Iowa, Congressional District 03",,Yes,No,33,,,33,25-50 feet,395,28714,1980,1980-1989,,244,244,67,5.9,0.95,0,Uncontrolled,2,,5/24/2021,3/1/2006,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Turkey Cr Watershed Site 19-34a,IA02090,Cass County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.3691,-94.83,Iowa,Cass,LEWIS,13,"Iowa, Congressional District 03",,Yes,No,22,,,22,Less than 25 feet,600,25341,1980,1980-1989,,112,112,41,7.1,0.22,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Miller Subwatershed 3-A-1500,IA01763,Woodbury County SWCD,Local Government,USDA SCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.4991,-95.7526,Iowa,Woodbury,CORRECTIONVILLE,2,"Iowa, Congressional District 04",,Yes,No,34,,,34,25-50 feet,250,10727,1960,1960-1969,,16,16,4,0.6,0.2,0,Uncontrolled,0,,4/9/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Arcola Subwatershed Site B-3000,IA02726,Monona County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.0693,-95.9763,Iowa,Monona,TURIN,4,"Iowa, Congressional District 04",,Yes,No,34,,,34,25-50 feet,200,11200,1965,1960-1969,,19,19,10,1,0.2,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Weber Creek Subwatershed Site 3-4287,IA01758,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.2356,-96.0234,Iowa,Woodbury,TURIN,22,"Iowa, Congressional District 04",,Yes,No,31,,,31,25-50 feet,425,18216,1955,1950-1959,,46,46,10,3,0.29,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Bacon Creek Watershed Site A-2-6,IA01790,City of Sioux City,Local Government,USDA NRCS,No,Flood Risk Reduction,42.5061,-96.3334,Iowa,Woodbury,SIOUX CITY,0,"Iowa, Congressional District 04",,Yes,No,35,,,35,25-50 feet,430,30252,1978,1970-1979,,60,60,41,3,0.11,0,Uncontrolled,0,,5/24/2021,,,Significant,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Badger Creek Watershed Site 19-3,IA01616,Madison County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.4961,-93.8201,Iowa,Madison,CHURCHVILLE,12,"Iowa, Congressional District 03",,Yes,No,27,,,27,25-50 feet,535,26443,1974,1970-1979,,151,151,70,10.1,0.49,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Reed Subwatershed Sta 88+35 #2,IA00734,Monona County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.1596,-95.9343,Iowa,Monona,TICONIC,2,"Iowa, Congressional District 04",,Yes,No,31,,,31,25-50 feet,509,21230,1966,1960-1969,,60,60,33,4,0.75,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mule Creek Watershed Sta 27+00,IA01405,Mills County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",40.9626,-95.6464,Iowa,Mills,HAMBURG,33,"Iowa, Congressional District 04",,Yes,No,29,,,29,25-50 feet,612,17500,1956,1950-1959,,51,51,3,2.3,0.28,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Littlefield Lake Dam,IA01691,Audubon County Conservation Board,Local Government,USDA NRCS,No,Flood Risk Reduction,41.5602,-94.7895,Iowa,Audubon,ATLANTIC,20,"Iowa, Congressional District 04",,Yes,No,45,,,45,25-50 feet,1205,121300,1977,1970-1979,,2278,2278,561,69,3.95,0,Uncontrolled,3,,5/24/2021,5/31/2019,2,High,Satisfactory,6/3/2019,,,Yes,,No,https://damsafety.org/iowa
Rocky Branch Creek Watershed Site 4,IA00558,Jefferson County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.059,-91.7901,Iowa,Jefferson,ROME,20,"Iowa, Congressional District 01",,Yes,No,25,,,25,25-50 feet,453,11922,1962,1960-1969,,113,113,18,3.8,0.55,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Three Mile Creek Watershed Site U-7,IA02105,Union County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.126,-94.259,Iowa,Union,TALMAGE,10,"Iowa, Congressional District 03",,Yes,No,27,,,27,25-50 feet,450,19357,1980,1980-1989,,137,137,34,3.5,0.4,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mill Picayune Watershed Site S-10-1,IA00468,Harrison County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.7154,-95.6535,Iowa,Harrison,WOODBINE,4,"Iowa, Congressional District 04",,Yes,No,51,,,51,51-100 feet,373,25856,1962,1960-1969,,104,104,56,4.2,0.39,0,Uncontrolled,0,,5/24/2021,9/16/1993,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Parnell Creek Subwatershed Site 8-2,IA01191,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.228,-95.8786,Iowa,Woodbury,MISSOURI RIVER,33,"Iowa, Congressional District 04",,Yes,No,49,,,49,25-50 feet,460,33202,1969,1960-1969,,202,202,130,7,0.41,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mike Mikkelson Subwatershed  5-5020,IA00700,Monona County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.103,-95.9631,Iowa,Monona,LITTLE SIOUX,10,"Iowa, Congressional District 04",,Yes,No,50,,,50,51-100 feet,113,5319,1970,1970-1979,,82,82,36,3.1,0.56,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Dane Ridge Watershed Site D-1-4,IA01543,Crawford County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",41.9783,-95.5586,Iowa,Crawford,DUNLAP,10,"Iowa, Congressional District 04",,Yes,No,49,,,49,25-50 feet,465,31568,1977,1970-1979,,125,125,59,4.9,0.32,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Dickman Subwatershed Site M-2,IA01165,Woodbury County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.2458,-95.8784,Iowa,Woodbury,SMITHLAND,5,"Iowa, Congressional District 04",,Yes,No,42,,,42,25-50 feet,640,27555,1973,1970-1979,,94,94,48,4.7,0.5,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Arnold-Armstrong Subwtrshd 64+00 #25,IA00789,Monona County SWCD,Local Government,USDA NRCS,No,"Fire Protection, Stock, Or Small Fish Pond",42.1364,-95.849,Iowa,Monona,CASTANA,6,"Iowa, Congressional District 04",,Yes,No,27,,,27,25-50 feet,300,7965,1961,1960-1969,,32,32,15,1.8,0.46,0,Uncontrolled,0,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
